Term	TermFreq >= 1	PosClassDiff (correct-estimate)	NegClassDiff	PosClassAvDiff	NegClassAvDiff	CorrectClass1pos	CorrectClass2pos	CorrectClass3pos	CorrectClass4pos	CorrectClass5pos	CorrectClass1neg	CorrectClass2neg	CorrectClass3neg	CorrectClass4neg	CorrectClass5neg	
descriptive	3	1	0	0.33333334	0.0	2	1	0	0	0	1	2	0	0	0	
stuff	10	0	0	0.0	0.0	5	5	0	0	0	5	3	1	1	0	
condition	8	0	0	0.0	0.0	2	6	0	0	0	4	4	0	0	0	
meant	9	0	0	0.0	0.0	7	2	0	0	0	7	2	0	0	0	
n	8	-1	2	-0.125	0.25	3	5	0	0	0	3	5	0	0	0	
ptrsize	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
9704	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
rebase	5	0	0	0.0	0.0	3	1	1	0	0	3	1	1	0	0	
failure	10	0	0	0.0	0.0	6	2	2	0	0	0	10	0	0	0	
problematic	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
pointer	12	2	1	0.16666667	0.083333336	8	3	0	1	0	8	3	1	0	0	
examples	3	0	0	0.0	0.0	2	1	0	0	0	2	1	0	0	0	
indirection	2	1	0	0.5	0.0	1	1	0	0	0	1	1	0	0	0	
newval	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
symmetric	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
casgstatus	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
rephrased	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
am	24	4	1	0.16666667	0.041666668	9	9	2	4	0	12	9	3	0	0	
whitespace	12	1	0	0.083333336	0.0	9	3	0	0	0	8	3	1	0	0	
token	7	0	0	0.0	0.0	4	1	0	2	0	7	0	0	0	0	
filter	17	0	0	0.0	0.0	12	5	0	0	0	13	4	0	0	0	
handled	6	0	0	0.0	0.0	5	1	0	0	0	3	2	1	0	0	
indeed	6	2	1	0.33333334	0.16666667	2	3	0	1	0	3	2	1	0	0	
functionality	7	0	0	0.0	0.0	5	2	0	0	0	2	2	2	1	0	
shall	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
frame	6	0	0	0.0	0.0	1	3	0	2	0	2	2	2	0	0	
getcallersp	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
unsafe	2	0	0	0.0	0.0	1	1	0	0	0	0	2	0	0	0	
siz	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
everywhere	5	0	0	0.0	0.0	4	0	0	1	0	4	1	0	0	0	
parse	9	0	0	0.0	0.0	4	4	0	0	1	5	4	0	0	0	
comma	4	0	0	0.0	0.0	3	1	0	0	0	4	0	0	0	0	
elided	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
composite	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
literal	4	0	0	0.0	0.0	3	1	0	0	0	3	1	0	0	0	
combine	4	0	0	0.0	0.0	3	1	0	0	0	4	0	0	0	0	
declaration	5	0	0	0.0	0.0	4	1	0	0	0	3	2	0	0	0	
ctstr	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
assignment	3	0	0	0.0	0.0	3	0	0	0	0	3	0	0	0	0	
fair	3	1	1	0.33333334	0.33333334	2	1	0	0	0	1	2	0	0	0	
registry	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
entries	4	0	0	0.0	0.0	4	0	0	0	0	3	1	0	0	0	
able	14	0	0	0.0	0.0	6	7	0	1	0	9	2	3	0	0	
program	6	0	0	0.0	0.0	4	1	0	1	0	1	4	0	1	0	
godoc	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
org	33	0	0	0.0	0.0	22	11	0	0	0	23	9	0	1	0	
winsvc	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
consider	8	0	0	0.0	0.0	6	2	0	0	0	4	3	1	0	0	
merging	3	0	0	0.0	0.0	3	0	0	0	0	1	2	0	0	0	
uncommon	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
barrier	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
forms	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
takes	3	0	0	0.0	0.0	3	0	0	0	0	1	2	0	0	0	
atomic	4	0	0	0.0	0.0	4	0	0	0	0	2	2	0	0	0	
help	8	0	0	0.0	0.0	5	2	0	1	0	6	1	0	1	0	
compiles	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
nowritebarrier	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
privileged	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
udp4	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
ip4	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
sockets	2	0	0	0.0	0.0	0	1	1	0	0	2	0	0	0	0	
endpoint	3	0	0	0.0	0.0	2	1	0	0	0	3	0	0	0	0	
shortened	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
isipv4	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
preferipv4	3	0	0	0.0	0.0	0	3	0	0	0	0	3	0	0	0	
reasonable	6	0	0	0.0	0.0	2	4	0	0	0	2	3	1	0	0	
partition	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
ipv4	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
mistake	3	0	1	0.0	0.33333334	2	1	0	0	0	0	2	1	0	0	
fast	1	0	1	0.0	1.0	1	0	0	0	0	0	0	1	0	0	
minimize	3	0	1	0.0	0.33333334	2	1	0	0	0	2	0	1	0	0	
distractions	1	0	1	0.0	1.0	1	0	0	0	0	0	0	1	0	0	
lost	6	0	1	0.0	0.16666667	4	1	1	0	0	3	2	1	0	0	
keeping	2	0	0	0.0	0.0	1	0	1	0	0	1	1	0	0	0	
decide	5	0	0	0.0	0.0	4	1	0	0	0	5	0	0	0	0	
reverse	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
mode	11	0	0	0.0	0.0	4	4	2	1	0	9	2	0	0	0	
buildlet	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
dials	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
coordinator	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
listening	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
connections	4	0	0	0.0	0.0	2	2	0	0	0	3	1	0	0	0	
separated	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
modes	4	0	0	0.0	0.0	1	3	0	0	0	4	0	0	0	0	
blank	13	0	0	0.0	0.0	11	2	0	0	0	5	8	0	0	0	
made	10	2	0	0.2	0.0	6	2	1	1	0	5	5	0	0	0	
timeout	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
3600	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
minutes	3	0	0	0.0	0.0	3	0	0	0	0	0	3	0	0	0	
slow	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
unaccelerated	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
qemu	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
:(	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
missed	11	0	0	0.0	0.0	4	6	0	1	0	0	10	0	1	0	
determinism	1	0	0	0.0	0.0	0	0	0	1	0	0	1	0	0	0	
fixed	25	1	1	0.04	0.04	17	7	0	1	0	19	5	1	0	0	
envp	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
fill	3	1	0	0.33333334	0.0	2	1	0	0	0	3	0	0	0	0	
ld	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
tmpdir	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
gomobile	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
environment	5	0	0	0.0	0.0	3	1	0	1	0	4	1	0	0	0	
runtime	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
somewhat	4	1	1	0.25	0.25	2	2	0	0	0	2	2	0	0	0	
initialized	8	0	1	0.0	0.125	5	3	0	0	0	4	2	2	0	0	
dirname	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
$0	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
mean	15	2	2	0.13333334	0.13333334	8	5	1	1	0	9	4	2	0	0	
someone	15	0	4	0.0	0.26666668	4	3	0	8	0	7	6	2	0	0	
runs	5	3	4	0.6	0.8	1	2	1	1	0	1	3	1	0	0	
dir	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
reachable	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
via	8	0	2	0.0	0.25	8	0	0	0	0	4	3	1	0	0	
allgs	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
wb	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
eliminated	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
overloaded	2	0	0	0.0	0.0	1	0	1	0	0	1	1	0	0	0	
term	6	0	0	0.0	0.0	5	0	0	1	0	3	3	0	0	0	
programming	2	0	0	0.0	0.0	1	1	0	0	0	0	2	0	0	0	
actual	10	0	0	0.0	0.0	8	2	0	0	0	5	5	0	0	0	
documents	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
mib	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
assuming	5	0	3	0.0	0.6	1	1	0	3	0	2	1	1	1	0	
segment	2	0	0	0.0	0.0	1	0	0	1	0	2	0	0	0	0	
convention	7	2	0	0.2857143	0.0	2	3	1	1	0	4	2	1	0	0	
followed	6	0	1	0.0	0.16666667	4	1	0	1	0	4	2	0	0	0	
pkg	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
leak	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
litmus	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
lock	10	0	0	0.0	0.0	8	2	0	0	0	6	4	0	0	0	
errors	14	0	0	0.0	0.0	9	4	1	0	0	9	5	0	0	0	
disclose	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
exists	11	0	0	0.0	0.0	4	7	0	0	0	6	5	0	0	0	
refers	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
touchable	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
overloading	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
widget	2	0	0	0.0	0.0	1	0	1	0	0	2	0	0	0	0	
copied	9	5	1	0.5555556	0.11111111	3	4	1	1	0	5	3	1	0	0	
sys	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
openbsd	3	0	0	0.0	0.0	2	1	0	0	0	0	3	0	0	0	
386s	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
:)	22	-2	3	-0.09090909	0.13636364	4	17	0	1	0	14	5	2	1	0	
a366058	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
iftype	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
software	4	0	0	0.0	0.0	4	0	0	0	0	4	0	0	0	0	
interfaces	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
describe	4	0	0	0.0	0.0	3	1	0	0	0	4	0	0	0	0	
tk	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
withextra	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
leave	18	1	3	0.055555556	0.16666667	15	3	0	0	0	15	2	0	1	0	
removes	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
specified	2	0	1	0.0	0.5	2	0	0	0	0	1	0	1	0	0	
directory	7	0	1	0.0	0.14285715	6	1	0	0	0	4	3	0	0	0	
adds	4	0	0	0.0	0.0	3	1	0	0	0	1	2	0	1	0	
downloading	3	2	0	0.6666667	0.0	0	2	1	0	0	0	1	0	2	0	
reinstall	1	0	0	0.0	0.0	0	1	0	0	0	0	0	0	1	0	
desire	1	0	0	0.0	0.0	0	1	0	0	0	0	0	0	1	0	
downloads	1	0	0	0.0	0.0	0	1	0	0	0	0	0	0	1	0	
pain	2	0	0	0.0	0.0	1	1	0	0	0	0	0	0	2	0	
predictable	1	0	0	0.0	0.0	0	1	0	0	0	0	0	0	1	0	
zero	10	0	0	0.0	0.0	6	3	1	0	0	7	0	2	1	0	
archives	1	0	0	0.0	0.0	0	1	0	0	0	0	0	0	1	0	
disk	6	0	0	0.0	0.0	4	2	0	0	0	3	2	0	1	0	
checked	8	0	0	0.0	0.0	4	3	0	1	0	7	0	0	1	0	
hashes	2	0	0	0.0	0.0	1	1	0	0	0	1	0	0	1	0	
parts	4	4	1	1.0	0.25	0	3	0	0	1	2	2	0	0	0	
ioutil	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
tempdir	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
minux	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
unclear	2	0	0	0.0	0.0	1	1	0	0	0	0	2	0	0	0	
pprof	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
persist	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
cmd	5	0	0	0.0	0.0	2	3	0	0	0	4	0	0	1	0	
readme	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
impression	1	0	0	0.0	0.0	0	1	0	0	0	0	0	1	0	0	
certain	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
remoteaddr	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
below's	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
env	6	0	0	0.0	0.0	4	2	0	0	0	2	4	0	0	0	
gerrit	20	4	1	0.2	0.05	13	4	1	2	0	13	7	0	0	0	
tells	2	2	0	1.0	0.0	1	0	1	0	0	2	0	0	0	0	
subject	3	2	0	0.6666667	0.0	1	1	1	0	0	2	1	0	0	0	
characters	4	0	1	0.0	0.25	3	1	0	0	0	2	1	1	0	0	
shorter	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
paragraph	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
fwiw	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
mod	2	0	1	0.0	0.5	1	1	0	0	0	0	2	0	0	0	
definition	7	-1	0	-0.14285715	0.0	4	2	0	1	0	5	2	0	0	0	
rest	17	0	0	0.0	0.0	13	3	0	1	0	14	2	1	0	0	
natural	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
numbers	3	0	0	0.0	0.0	0	1	0	2	0	2	1	0	0	0	
thus	6	0	0	0.0	0.0	4	2	0	0	0	6	0	0	0	0	
slightly	5	0	0	0.0	0.0	3	2	0	0	0	3	2	0	0	0	
perhaps	18	1	1	0.055555556	0.055555556	13	4	0	1	0	11	5	2	0	0	
playground	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
deleted	7	0	0	0.0	0.0	5	2	0	0	0	3	2	1	1	0	
openkey	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ogle	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
components	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
talk	2	0	2	0.0	1.0	0	2	0	0	0	0	1	1	0	0	
alignment	4	0	3	0.0	0.75	2	2	0	0	0	1	2	1	0	0	
goos	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
unknown	2	0	0	0.0	0.0	1	1	0	0	0	0	2	0	0	0	
force	2	0	0	0.0	0.0	1	1	0	0	0	0	2	0	0	0	
lookups	2	0	1	0.0	0.5	2	0	0	0	0	0	2	0	0	0	
ah	12	3	6	0.25	0.5	6	3	0	2	1	7	2	2	1	0	
perils	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
paste	5	-1	0	-0.2	0.0	4	0	0	1	0	2	3	0	0	0	
updated	15	0	1	0.0	0.06666667	13	2	0	0	0	13	2	0	0	0	
ecdhe	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
rsa	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
aes256	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
gcm	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
sha384	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
golang	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
tools	9	0	0	0.0	0.0	6	3	0	0	0	6	3	0	0	0	
benchcmp	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
benchmark	2	1	0	0.5	0.0	0	2	0	0	0	1	1	0	0	0	
russian	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
peasant	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
algorithm	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
adapted	2	0	0	0.0	0.0	1	1	0	0	0	1	0	0	1	0	
exponentiation	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
abbrev	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
str	11	0	0	0.0	0.0	7	4	0	0	0	9	2	0	0	0	
arg	6	0	0	0.0	0.0	6	0	0	0	0	3	0	3	0	0	
marketing	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
let	10	3	2	0.3	0.2	4	6	0	0	0	5	3	2	0	0	
speak	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
explanatory	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
review	32	7	2	0.21875	0.0625	18	11	1	2	0	23	6	2	1	0	
introductory	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
j	4	1	0	0.25	0.0	3	1	0	0	0	4	0	0	0	0	
k	5	1	0	0.2	0.0	3	2	0	0	0	5	0	0	0	0	
constant	7	1	0	0.14285715	0.0	4	3	0	0	0	4	2	1	0	0	
u	6	1	0	0.16666667	0.0	4	1	0	1	0	5	1	0	0	0	
9	1	1	0	1.0	0.0	0	1	0	0	0	0	0	1	0	0	
6	9	2	3	0.22222222	0.33333334	6	2	0	1	0	5	3	1	0	0	
5	19	2	3	0.10526316	0.15789473	13	4	0	2	0	6	9	4	0	0	
res	3	0	0	0.0	0.0	3	0	0	0	0	3	0	0	0	0	
paths	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
finishsweep	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
removing	8	0	0	0.0	0.0	5	3	0	0	0	4	3	1	0	0	
propvalues	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
proppatchprops	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
wdyt	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
matters	2	1	1	0.5	0.5	1	1	0	0	0	1	1	0	0	0	
differently	4	0	0	0.0	0.0	3	1	0	0	0	2	1	1	0	0	
racy	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
guarded	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
optimally	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
improvements	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
nanosec	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
granularity	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
bufio	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
newreader	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
bothering	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
readstring	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
uint	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
equivalent	3	0	0	0.0	0.0	3	0	0	0	0	3	0	0	0	0	
shifting	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
4	21	7	10	0.33333334	0.47619048	15	4	1	1	0	8	9	4	0	0	
0x0a	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
appropriate	10	1	2	0.1	0.2	6	2	0	2	0	3	5	2	0	0	
whacking	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
logical	2	0	0	0.0	0.0	1	0	1	0	0	2	0	0	0	0	
opposed	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
away	8	1	0	0.125	0.0	2	6	0	0	0	3	4	1	0	0	
loading	4	0	0	0.0	0.0	3	1	0	0	0	1	2	1	0	0	
controlled	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
dependency	6	0	0	0.0	0.0	2	2	0	2	0	3	3	0	0	0	
kill	3	0	0	0.0	0.0	3	0	0	0	0	0	0	0	3	0	
broken	5	0	0	0.0	0.0	5	0	0	0	0	0	2	1	2	0	
small	5	1	1	0.2	0.2	1	4	0	0	0	3	1	0	1	0	
pause	1	0	0	0.0	0.0	1	0	0	0	0	0	0	0	1	0	
killed	3	0	0	0.0	0.0	3	0	0	0	0	0	0	0	3	0	
dr	1	0	0	0.0	0.0	1	0	0	0	0	0	0	0	1	0	
watson	1	0	0	0.0	0.0	1	0	0	0	0	0	0	0	1	0	
displays	2	0	0	0.0	0.0	2	0	0	0	0	1	0	0	1	0	
wer	1	0	0	0.0	0.0	1	0	0	0	0	0	0	0	1	0	
dialogue	2	0	0	0.0	0.0	2	0	0	0	0	0	0	0	2	0	
remains	1	0	0	0.0	0.0	1	0	0	0	0	0	0	0	1	0	
opened	2	0	0	0.0	0.0	1	1	0	0	0	1	0	0	1	0	
unlikely	3	1	0	0.33333334	0.0	1	1	0	1	0	1	2	0	0	0	
noticing	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
we'll	8	1	1	0.125	0.125	5	2	0	1	0	3	3	2	0	0	
clean	9	1	1	0.11111111	0.11111111	4	4	1	0	0	6	1	1	1	0	
nil	4	2	0	0.5	0.0	1	2	1	0	0	2	2	0	0	0	
etc	15	1	0	0.06666667	0.0	9	4	1	1	0	8	4	3	0	0	
explicitly	7	0	0	0.0	0.0	3	3	0	1	0	6	1	0	0	0	
c2go	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
cfg	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
account	4	0	0	0.0	0.0	3	1	0	0	0	2	2	0	0	0	
happening	6	2	0	0.33333334	0.0	1	2	1	2	0	1	4	1	0	0	
snippets	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
ticks	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
changelog	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
computechangesets	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
`	19	1	0	0.05263158	0.0	12	7	0	0	0	13	4	2	0	0	
persistall	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
hasunpersistedchanges	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
wrapper	3	0	0	0.0	0.0	2	1	0	0	0	2	1	0	0	0	
f3flow3persistenceobjectstorage	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
attach	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
detach	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
stable	2	0	0	0.0	0.0	1	1	0	0	0	0	2	0	0	0	
$globals	4	0	0	0.0	0.0	3	1	0	0	0	4	0	0	0	0	
typo3	8	0	0	0.0	0.0	6	2	0	0	0	7	0	0	1	0	
loaded	5	0	0	0.0	0.0	3	1	1	0	0	3	1	0	1	0	
ext	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
basically	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
initialization	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
extension	5	0	0	0.0	0.0	2	2	0	1	0	2	1	2	0	0	
express	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
belongs	3	0	0	0.0	0.0	3	0	0	0	0	3	0	0	0	0	
indented	5	0	0	0.0	0.0	5	0	0	0	0	5	0	0	0	0	
effects	4	0	0	0.0	0.0	3	1	0	0	0	3	1	0	0	0	
hsc	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
exceptions	6	0	1	0.0	0.16666667	3	3	0	0	0	2	4	0	0	0	
handler	4	1	0	0.25	0.0	1	3	0	0	0	4	0	0	0	0	
proper	13	0	0	0.0	0.0	8	5	0	0	0	9	2	2	0	0	
encoding	3	0	0	0.0	0.0	0	3	0	0	0	2	1	0	0	0	
false	20	0	3	0.0	0.15	7	11	2	0	0	11	8	0	1	0	
uppercase	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
dto	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
extend	3	0	0	0.0	0.0	2	0	1	0	0	2	1	0	0	0	
breaking	3	1	0	0.33333334	0.0	1	1	1	0	0	1	2	0	0	0	
strategy	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
lang	6	0	0	0.0	0.0	4	2	0	0	0	6	0	0	0	0	
sl	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ll	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
locallang	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
item	14	0	0	0.0	0.0	10	3	0	1	0	11	3	0	0	0	
php	11	0	3	0.0	0.27272728	8	3	0	0	0	6	4	0	1	0	
uid	5	0	0	0.0	0.0	5	0	0	0	0	2	1	2	0	0	
backup	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
$item	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
configuration	13	2	1	0.15384616	0.07692308	6	6	0	1	0	4	8	1	0	0	
neos	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
application	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
valign	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
spread	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
across	3	0	0	0.0	0.0	2	1	0	0	0	3	0	0	0	0	
seperate	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
stefan	2	1	0	0.5	0.0	0	2	0	0	0	0	2	0	0	0	
replicating	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
css	7	0	0	0.0	0.0	4	3	0	0	0	5	1	1	0	0	
styled	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
content's	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
select	3	0	0	0.0	0.0	1	2	0	0	0	2	1	0	0	0	
questions	3	0	0	0.0	0.0	2	1	0	0	0	1	2	0	0	0	
apart	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
filename	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
slash	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
enable	5	0	0	0.0	0.0	3	2	0	0	0	3	2	0	0	0	
